"","Location_skey","ChargePoint_skey","def_ampere"
"4901",4469,4891,16
"4902",4470,4935,16
"4903",4471,4943,16
"4904",4472,499,16
"4905",4472,5771,16
"4906",4473,351,16
"4907",4474,481,16
"4908",4475,464,16
"4909",4476,465,16
"4910",4476,5656,16
"4911",4478,467,16
"4912",4479,537,16
"4913",4482,480,16
"4914",4485,488,16
"4915",4486,775,16
"4916",4486,780,16
"4917",4487,370,16
"4918",4488,489,16
"4919",4489,491,16
"4920",4489,1343,16
"4921",4492,359,16
"4922",4493,6304,16
"4923",4496,5142,16
"4924",4497,5350,16
"4925",4498,5145,16
"4926",4498,6016,16
"4927",4499,5140,16
"4928",4499,6028,16
"4929",4500,5123,16
"4930",4500,5971,16
"4931",4501,5143,16
"4932",4501,6015,16
"4933",4502,5347,16
"4934",4503,5135,16
"4935",4504,5342,16
"4936",4504,5982,16
"4937",4505,5357,16
"4938",4506,5141,16
"4939",4506,6029,16
"4940",4507,5351,16
"4941",4507,6030,16
"4942",4508,2038,16
"4943",4509,2043,16
"4944",4510,2100,16
"4945",4511,2099,16
"4946",4512,2036,16
"4947",4513,2042,16
"4948",4514,2129,16
"4949",4515,2087,16
"4950",4517,2088,16
"4951",4518,2093,16
"4952",4519,2086,16
"4953",4520,2090,16
"4954",4521,2044,13
"4955",4522,2032,16
"4956",4523,2101,16
"4957",4524,2098,16
"4958",4525,2089,16
"4959",4526,1954,16
"4960",4527,2031,16
"4961",4528,2034,13
"4962",4529,1958,16
"4963",4530,2056,16
"4964",4531,2048,16
"4965",4532,2096,16
"4966",4533,2091,16
"4967",4534,5352,16
"4968",4535,5353,13
"4969",4536,5363,16
"4970",4537,5354,16
"4971",4537,6018,16
"4972",4538,5360,16
"4973",4539,5356,13
"4974",4540,5355,16
"4975",4541,5132,16
"4976",4542,5224,16
"4977",4542,5875,16
"4978",4543,5361,16
"4979",4544,5364,16
"4980",4545,5359,16
"4981",4546,4913,16
"4982",4547,4928,16
"4983",4548,4953,16
"4984",4549,4739,20
"4985",4550,4944,16
"4986",4551,4938,16
"4987",4552,4959,16
"4988",4553,4918,16
"4989",4554,4957,16
"4990",4555,4948,16
"4991",4556,4177,16
"4992",4557,3571,16
"4993",4558,2777,16
"4994",4559,4195,16
"4995",4560,4162,20
"4996",4561,4190,32
"4997",4562,2991,16
"4998",4563,2666,20
"4999",4564,4181,16
"5000",4566,2335,20
"5001",4567,4182,20
"5002",4568,3262,16
"5003",4569,4185,16
"5004",4570,4175,20
"5005",4571,4179,16
"5006",4572,4166,16
"5007",4573,3981,16
"5008",4574,4194,16
"5009",4575,4169,16
"5010",4576,4178,16
"5011",4577,4193,16
"5012",4578,4187,16
"5013",4579,2636,20
"5014",4580,4184,16
"5015",4581,2639,16
"5016",4582,4174,16
"5017",4583,4189,16
"5018",4584,742,16
"5019",4584,5486,13
"5020",4584,14108,13
"5021",4585,762,16
"5022",4586,598,16
"5023",4587,610,16
"5024",4588,708,16
"5025",4589,658,16
"5026",4590,739,16
"5027",4591,655,16
"5028",4592,763,16
"5029",4593,753,16
"5030",4594,663,16
"5031",4595,561,16
"5032",4596,389,16
"5033",4597,731,16
"5034",4598,600,16
"5035",4598,1467,13
"5036",4599,693,16
"5037",4600,760,16
"5038",4601,375,16
"5039",4602,414,16
"5040",4603,343,16
"5041",4604,611,16
"5042",4604,652,16
"5043",4605,592,16
"5044",4606,285,16
"5045",4607,989,16
"5046",4608,661,16
"5047",4609,662,16
"5048",4610,992,16
"5049",4611,997,16
"5050",4612,4202,16
"5051",4613,4188,16
"5052",4614,4186,16
"5053",4615,2222,16
"5054",4616,4200,20
"5055",4617,4103,16
"5056",4618,4973,16
"5057",4619,4942,16
"5058",4620,4974,20
"5059",4621,4937,16
"5060",4622,4970,16
"5061",4623,4967,16
"5062",4624,4936,16
"5063",4625,4945,16
"5064",4626,4940,20
"5065",4627,4931,16
"5066",4628,4956,20
"5067",4629,4971,16
"5068",4630,4927,16
"5069",4631,4961,16
"5070",4632,4955,20
"5071",4633,4964,16
"5072",4635,4965,13
"5073",4636,4969,16
"5074",4637,4933,16
"5075",4638,4975,16
"5076",4639,4968,16
"5077",4640,268,16
"5078",4640,14124,16
"5079",4641,2079,16
"5080",4642,1953,16
"5081",4643,2134,16
"5082",4644,2112,16
"5083",4645,1949,16
"5084",4646,1803,16
"5085",4647,1826,16
"5086",4648,2131,16
"5087",4649,278,16
"5088",4649,14119,16
"5089",4650,1519,16
"5090",4651,1885,16
"5091",4652,1600,16
"5092",4653,2118,16
"5093",4654,2113,16
"5094",4655,1665,16
"5095",4656,1590,16
"5096",4658,1828,16
"5097",4659,2037,16
"5098",4660,1658,16
"5099",4661,1555,16
"5100",4662,1616,16
"5101",4663,1532,16
"5102",4664,1582,16
"5103",4665,2117,16
"5104",4666,1706,16
"5105",4667,1629,16
"5106",4668,2078,16
"5107",4668,5604,16
"5108",4669,1838,16
"5109",4670,1626,16
"5110",4672,2116,16
"5111",4673,1569,16
"5112",4674,2074,16
"5113",4675,1948,16
"5114",4676,1656,16
"5115",4677,1809,16
"5116",4678,1563,20
"5117",4679,1589,16
"5118",4680,1793,16
"5119",4681,1797,16
"5120",4682,1606,16
"5121",4683,2035,16
"5122",4684,269,16
"5123",4684,14112,16
"5124",4685,1871,16
"5125",4686,1613,16
"5126",4688,2045,16
"5127",4689,1802,16
"5128",4690,1645,16
"5129",4691,2119,16
"5130",4692,1525,16
"5131",4692,8185,16
"5132",4693,1536,16
"5133",4694,1774,16
"5134",4695,1638,16
"5135",4696,2092,16
"5136",4698,1930,16
"5137",4699,2125,16
"5138",4700,2124,16
"5139",4701,1832,16
"5140",4701,4433,16
"5141",4702,1548,16
"5142",4704,1650,16
"5143",4705,1705,16
"5144",4705,5589,16
"5145",4706,1772,16
"5146",4708,1914,16
"5147",4709,2077,16
"5148",4710,1792,16
"5149",4711,1807,16
"5150",4712,2128,16
"5151",4714,2041,16
"5152",4715,2132,16
"5153",4716,1585,16
"5154",4716,1605,16
"5155",4718,1800,16
"5156",4719,2082,16
"5157",4720,1663,16
"5158",4721,1851,16
"5159",4722,1624,16
"5160",4723,1586,16
"5161",4723,11729,13
"5162",4724,1691,16
"5163",4725,2105,16
"5164",4725,5482,16
"5165",4726,1547,16
"5166",4727,1763,16
"5167",4728,2083,16
"5168",4730,2046,16
"5169",4731,1620,16
"5170",4732,276,16
"5171",4732,14120,16
"5172",4733,1553,16
"5173",4734,2085,16
"5174",4735,2084,16
"5175",4736,2127,16
"5176",4737,2122,16
"5177",4738,2104,16
"5178",4739,1655,16
"5179",4739,1946,16
"5180",4740,1528,16
"5181",4741,1675,16
"5182",4742,280,16
"5183",4742,14123,16
"5184",4743,2076,16
"5185",4744,1584,16
"5186",4745,2072,16
"5187",4746,1631,16
"5188",4747,2123,16
"5189",4748,1632,16
"5190",4749,2057,16
"5191",4750,1951,16
"5192",4751,1647,16
"5193",4752,2080,16
"5194",4753,1642,16
"5195",4754,2075,13
"5196",4755,2108,16
"5197",4756,270,16
"5198",4756,14116,16
"5199",4757,723,16
"5200",4757,11702,13
"5201",4758,2081,16
"5202",4759,2111,16
"5203",4761,1683,16
"5204",4762,1947,16
"5205",4763,1955,16
"5206",4765,1956,16
"5207",4766,2102,16
"5208",4767,1849,16
"5209",4768,2106,16
"5210",4769,2107,16
"5211",4770,2120,16
"5212",4771,2073,16
"5213",4772,2103,16
"5214",4773,1515,16
"5215",4774,2137,16
"5216",4775,2136,16
"5217",4776,2121,16
"5218",4777,2047,16
"5219",4778,2135,16
"5220",4779,2115,16
"5221",4780,2095,16
"5222",4781,2109,16
"5223",4782,1743,16
"5224",4782,8179,16
"5225",4783,2114,16
"5226",4784,2126,16
"5227",4785,2097,16
"5228",4786,2110,16
"5229",4787,1860,16
"5230",4788,2039,16
"5231",4789,692,16
"5232",4791,675,16
"5233",4791,5435,16
"5234",4792,171,16
"5235",4793,642,16
"5236",4794,984,16
"5237",4795,685,16
"5238",4796,995,16
"5239",4797,690,16
"5240",4798,688,16
"5241",4799,683,16
"5242",4800,668,16
"5243",4801,636,16
"5244",4802,985,16
"5245",4803,996,16
"5246",4804,694,16
"5247",4805,637,16
"5248",4806,630,16
"5249",4807,721,16
"5250",4808,720,16
"5251",4809,726,16
"5252",4810,641,16
"5253",4811,733,16
"5254",4812,671,13
"5255",4813,634,16
"5256",4814,656,16
"5257",4816,704,16
"5258",4817,701,16
"5259",4818,990,16
"5260",4819,691,16
"5261",4820,4243,16
"5262",4821,4245,13
"5263",4823,2589,13
"5264",4824,2351,16
"5265",4827,2323,16
"5266",4830,2782,16
"5267",4837,2801,16
"5268",4838,2379,20
"5269",4839,2376,16
"5270",4840,3198,16
"5271",4841,3262,16
"5272",4842,2248,16
"5273",4843,4034,16
"5274",4844,1860,16
"5275",4845,4244,16
"5276",4848,4966,16
"5277",4849,4978,13
"5278",4850,4958,16
"5279",4851,4946,16
"5280",4852,4984,20
"5281",4853,4922,16
"5282",4854,4939,16
"5283",4855,4980,16
"5284",4856,4941,20
"5285",4857,4914,16
"5286",4858,4951,16
"5287",4859,4880,16
"5288",4860,4926,16
"5289",4861,4986,16
"5290",4862,4902,16
"5291",4863,4704,16
"5292",4864,4977,16
"5293",4865,4979,16
"5294",4866,4962,16
"5295",4867,4952,16
"5296",4868,4963,16
"5297",4872,1377,16
"5298",4873,1410,16
"5299",4874,1344,16
"5300",4875,1028,16
"5301",4876,1500,16
"5302",4877,1492,16
"5303",4878,745,16
"5304",4879,1360,16
"5305",4880,1013,16
"5306",4881,1370,16
"5307",4882,1004,16
"5308",4883,1395,16
"5309",4884,1394,16
"5310",4885,1001,16
"5311",4885,1341,16
"5312",4886,1404,16
"5313",4886,5392,16
"5314",4887,1025,16
"5315",4888,635,16
"5316",4889,573,16
"5317",4890,715,16
"5318",4891,1026,16
"5319",4892,697,16
"5320",4893,572,16
"5321",4894,571,16
"5322",4895,1372,16
"5323",4896,1036,16
"5324",4898,1023,16
"5325",4899,716,16
"5326",4900,1362,16
"5327",4901,1359,16
"5328",4902,748,16
"5329",4903,1027,16
"5330",4904,1000,16
"5331",4905,991,16
"5332",4906,3520,16
"5333",4907,2315,16
"5334",4909,4241,16
"5335",4910,4239,16
"5336",4911,4201,16
"5337",4912,4240,16
"5338",4913,4238,16
"5339",4914,3051,16
"5340",4916,3685,16
"5341",4917,664,16
"5342",4918,4448,16
"5343",4919,1385,16
"5344",4921,747,16
"5345",4923,1472,16
"5346",4924,1443,16
"5347",4925,1481,16
"5348",4926,1503,16
"5349",4927,4463,16
"5350",4928,4397,16
"5351",4929,1396,16
"5352",4929,1404,16
"5353",4930,749,16
"5354",4931,4413,16
"5355",4932,1305,16
"5356",4933,4364,16
"5357",4934,718,16
"5358",4935,4428,16
"5359",4936,725,16
"5360",4937,1447,16
"5361",4938,1474,16
"5362",4939,979,16
"5363",4939,5740,13
"5364",4940,1378,16
"5365",4941,1361,16
"5366",4943,4950,16
"5367",4944,4932,16
"5368",4945,4916,16
"5369",4946,4908,16
"5370",4947,4904,16
"5371",4948,4982,16
"5372",4949,4981,16
"5373",4950,4985,16
"5374",4951,4925,16
"5375",4952,4903,16
"5376",4953,4976,16
"5377",4954,4930,16
"5378",4955,4983,16
"5379",4956,4505,16
"5380",4957,4304,16
"5381",4958,4277,16
"5382",4959,4303,16
"5383",4960,277,16
"5384",4960,14113,16
"5385",4961,4360,16
"5386",4962,4294,16
"5387",4963,4278,16
"5388",4964,4295,16
"5389",4965,4285,16
"5390",4966,622,16
"5391",4967,4307,16
"5392",4968,4356,16
"5393",4969,4318,16
"5394",4970,4325,16
"5395",4971,4308,13
"5396",4972,4298,16
"5397",4973,4324,20
"5398",4974,4319,16
"5399",4975,4452,16
"5400",4976,4314,16
"5401",4977,4320,16
"5402",4978,4321,16
"5403",4979,4357,16
"5404",4980,4276,16
"5405",4981,4315,16
"5406",4982,1542,16
"5407",4983,4291,16
"5408",4984,4279,16
"5409",4985,4500,16
"5410",4986,4317,16
"5411",4987,4519,16
"5412",4988,4373,16
"5413",4989,4327,16
"5414",4990,4503,16
"5415",4991,4302,16
"5416",4992,4287,16
"5417",4993,4271,16
"5418",4994,4434,16
"5419",4995,4272,16
"5420",4996,4310,16
"5421",4997,4316,13
"5422",4998,4362,16
"5423",4999,4506,16
"5424",5000,4264,16
"5425",5001,4305,16
"5426",5002,4290,16
"5427",5003,4504,16
"5428",5004,4400,16
"5429",5005,4273,16
"5430",5006,4545,16
"5431",5006,5443,16
"5432",5007,4521,16
"5433",5008,4292,20
"5434",5009,4398,16
"5435",5010,4312,16
"5436",5011,4436,16
"5437",5012,4517,16
"5438",5013,4286,16
"5439",5014,4280,16
"5440",5015,4399,16
"5441",5016,4311,16
"5442",5017,4546,16
"5443",5018,4296,16
"5444",5019,4293,16
"5445",5020,4265,16
"5446",5021,4323,16
"5447",5022,4267,16
"5448",5023,4437,16
"5449",5024,4299,16
"5450",5025,4322,16
"5451",5026,4297,16
"5452",5027,4301,16
"5453",5028,4544,16
"5454",5029,4435,16
"5455",5030,4520,16
"5456",5031,4358,16
"5457",5032,1550,16
"5458",5033,4268,16
"5459",5034,279,16
"5460",5034,14125,16
"5461",5035,4263,16
"5462",5036,4300,16
"5463",5037,4262,16
"5464",5038,4306,16
"5465",5039,4402,16
"5466",5040,4518,16
"5467",5041,4401,20
"5468",5042,4309,16
"5469",5044,4507,16
"5470",5045,4508,16
"5471",5046,4269,16
"5472",5047,4345,16
"5473",5048,4522,16
"5474",5049,1515,16
"5475",5050,4451,16
"5476",5051,4359,16
"5477",5052,4332,16
"5478",5053,4326,16
"5479",5054,4333,16
"5480",5055,4331,16
"5481",5056,4543,20
"5482",5057,4344,16
"5483",5058,4361,16
"5484",5059,4274,16
"5485",5060,4275,16
"5486",5061,4313,16
"5487",5067,5373,16
"5488",5068,4476,16
"5489",5069,419,16
"5490",5070,1470,16
"5491",5071,4350,16
"5492",5072,4403,16
"5493",5073,4502,16
"5494",5074,4330,16
"5495",5075,5441,16
"5496",5076,1433,16
"5497",5077,1473,16
"5498",5078,1459,16
"5499",5079,4352,16
"5500",5080,343,16
"5501",5080,360,16
"5502",5080,1170,16
"5503",5080,1449,16
"5504",5081,4343,16
"5505",5084,1309,13
"5506",5085,1431,16
"5507",5086,1429,16
"5508",5086,1499,16
"5509",5087,1422,16
"5510",5088,4444,16
"5511",5088,4491,13
"5512",5089,5386,16
"5513",5090,4542,16
"5514",5092,1491,16
"5515",5093,4496,16
"5516",5094,4497,16
"5517",5095,1463,16
"5518",5096,4540,16
"5519",5098,4406,16
"5520",5100,4482,16
"5521",5101,4427,16
"5522",5103,4539,16
"5523",5104,1490,16
"5524",5105,1477,16
"5525",5106,1368,16
"5526",5107,4353,16
"5527",5108,374,16
"5528",5109,4499,16
"5529",5110,4405,16
"5530",5111,1486,16
"5531",5112,4342,16
"5532",5113,4372,16
"5533",5114,1397,16
"5534",5115,674,16
"5535",5116,4409,16
"5536",5118,1468,16
"5537",5119,4442,16
"5538",5120,4511,16
"5539",5121,4328,16
"5540",5122,4408,16
"5541",5123,4514,16
"5542",5125,4541,16
"5543",5126,4329,16
"5544",5127,1493,16
"5545",5128,744,16
"5546",5129,689,16
"5547",5130,5552,16
"5548",5131,5561,16
"5549",5132,5550,16
"5550",5133,5555,16
"5551",5134,5557,16
"5552",5135,5558,16
"5553",5136,5553,16
"5554",5137,5560,16
"5555",5138,5556,16
"5556",5139,5551,16
"5557",5140,5554,16
"5558",5141,5559,16
"5559",5142,5562,16
"5560",5143,5547,16
"5561",5144,5374,16
"5562",5145,5545,16
"5563",5146,5549,16
"5564",5147,5546,16
"5565",5148,5548,16
"5566",5149,5544,16
"5567",5150,5379,16
"5568",5151,5378,16
"5569",5152,5381,16
"5570",5153,5380,16
"5571",5154,5396,16
"5572",5155,5384,16
"5573",5156,5461,16
"5574",5157,5495,16
"5575",5158,5452,16
"5576",5159,5459,16
"5577",5160,5460,16
"5578",5161,5476,16
"5579",5162,5376,16
"5580",5162,5624,16
"5581",5163,1679,16
"5582",5163,5496,16
"5583",5164,5391,16
"5584",5165,5377,16
"5585",5166,5499,16
"5586",5167,5500,16
"5587",5168,5382,16
"5588",5169,5457,16
"5589",5170,5494,16
"5590",5171,5485,16
"5591",5172,5497,16
"5592",5173,5498,16
"5593",5174,5397,16
"5594",5175,5458,13
"5595",5176,5462,16
"5596",5177,5467,16
"5597",5178,5469,16
"5598",5179,5484,16
"5599",5180,5468,16
"5600",5181,5383,16
"5601",5182,5454,16
"5602",5183,5483,16
"5603",5184,5385,16
"5604",5185,5375,16
"5605",5186,5534,16
"5606",5187,5456,16
"5607",5188,5453,16
"5608",5189,5455,16
"5609",5190,1323,16
"5610",5191,1334,16
"5611",5192,1327,16
"5612",5193,1418,16
"5613",5194,1423,16
"5614",5195,1322,16
"5615",5196,5564,13
"5616",5197,5568,16
"5617",5198,5565,16
"5618",5199,5566,16
"5619",5200,5569,20
"5620",5202,478,16
"5621",5202,1007,16
"5622",5202,4499,16
"5623",5203,653,16
"5624",5204,4266,16
"5625",5205,4288,16
"5626",5206,1839,16
"5627",5623,5564,16
"5628",5624,5571,16
"5629",5658,5567,16
"5630",5659,5566,16
"5631",5660,5578,16
"5632",5661,5581,16
"5633",5662,5582,16
"5634",5663,5583,16
"5635",5663,5646,13
"5636",5664,5579,16
"5637",5665,5580,16
"5638",5666,5574,16
"5639",5667,5577,16
"5640",5668,5576,20
"5641",5669,5575,16
"5642",5670,75,16
"5643",5675,5612,16
"5644",5676,5615,16
"5645",5677,5611,16
"5646",5678,5599,16
"5647",5679,5593,16
"5648",5680,5606,16
"5649",5681,5610,16
"5650",5682,5607,16
"5651",5683,5603,16
"5652",5684,5609,16
"5653",5685,2040,16
"5654",5686,1599,16
"5655",5686,1767,16
"5656",5687,5588,16
"5657",5688,5596,16
"5658",5689,5597,16
"5659",5690,5605,16
"5660",5691,5602,16
"5661",5692,14122,13
"5662",5692,14468,20
"5663",5693,5595,16
"5664",5694,5594,16
"5665",5695,5586,16
"5666",5696,5587,16
"5667",5697,5584,16
"5668",5698,5601,16
"5669",5699,5598,16
"5670",5700,5591,16
"5671",5701,5585,16
"5672",5702,5613,16
"5673",5703,5590,16
"5674",5704,5608,16
"5675",5705,5600,16
"5676",5706,5592,16
"5677",5707,2580,16
"5678",5708,3894,16
"5679",5709,5619,16
"5680",5709,5625,16
"5681",5710,5620,16
"5682",5711,5633,16
"5683",5712,5628,16
"5684",5713,5634,16
"5685",5714,5631,16
"5686",5715,1650,16
"5687",5716,5642,16
"5688",5717,5630,16
"5689",5718,5639,16
"5690",5719,5635,16
"5691",5720,5638,16
"5692",5721,5627,16
"5693",5722,5641,16
"5694",5723,5632,16
"5695",5724,5629,16
"5696",5725,5622,16
"5697",5726,5621,16
"5698",5727,5618,16
"5699",5728,5626,16
"5700",5729,5640,16
"5701",5730,5636,16
"5702",5733,5644,16
"5703",5734,5645,16
"5704",5735,5419,16
"5705",5736,5465,16
"5706",5736,5660,16
"5707",5737,5507,16
"5708",5738,5407,16
"5709",5739,363,16
"5710",5739,5648,16
"5711",5740,5658,16
"5712",5741,5653,16
"5713",5742,5390,16
"5714",5743,4418,16
"5715",5744,5413,16
"5716",5745,5399,16
"5717",5746,4526,16
"5718",5747,5464,16
"5719",5748,5401,16
"5720",5749,5425,16
"5721",5750,1498,16
"5722",5751,5394,16
"5723",5752,5400,16
"5724",5753,5433,16
"5725",5754,1316,16
"5726",5757,5393,16
"5727",5758,4371,16
"5728",5758,5750,16
"5729",5759,4509,16
"5730",5760,371,16
"5731",5761,5388,16
"5732",5762,4407,16
"5733",5763,1335,16
"5734",5764,1419,16
"5735",5765,5418,16
"5736",5767,1489,16
"5737",5768,5501,16
"5738",5769,4512,16
"5739",5770,1415,16
"5740",5771,5503,16
"5741",5772,5421,16
"5742",5773,5508,16
"5743",5774,5475,16
"5744",5775,1462,16
"5745",5776,4523,16
"5746",5777,5412,16
"5747",5779,5395,16
"5748",5780,5445,16
"5749",5781,5408,16
"5750",5782,4528,16
"5751",5784,5411,16
"5752",5785,5474,16
"5753",5787,5444,16
"5754",5790,5509,32
"5755",5791,5446,16
"5756",5793,4419,16
"5757",5794,5402,16
"5758",5795,4417,16
"5759",5796,4404,16
"5760",5797,4527,16
"5761",5798,5410,16
"5762",5799,5409,16
"5763",5800,5423,16
"5764",5801,5420,16
"5765",5802,5427,16
"5766",5803,5516,16
"5767",5804,5398,16
"5768",5805,5405,16
"5769",5806,4370,16
"5770",5807,5406,16
"5771",5808,5504,16
"5772",5809,5647,16
"5773",5810,5432,16
"5774",5811,4491,16
"5775",5812,5428,16
"5776",5813,5502,16
"5777",5814,5657,16
"5778",5815,5447,16
"5779",5816,5522,16
"5780",5817,1413,16
"5781",5818,4484,16
"5782",5819,1329,16
"5783",5820,1332,16
"5784",5821,4486,16
"5785",5822,4453,16
"5786",5823,1330,16
"5787",5824,4487,16
"5788",5825,5539,16
"5789",5826,4432,16
"5790",5827,1320,16
"5791",5828,4536,16
"5792",5829,1328,16
"5793",5830,4501,16
"5794",5831,1325,16
"5795",5832,4467,16
"5796",5833,971,13
"5797",5834,5660,16
"5798",5835,5659,16
"5799",5837,979,13
"5800",5837,5654,16
"5801",5838,5515,16
"5802",5839,5693,16
"5803",5841,5480,16
"5804",5842,5448,16
"5805",5843,5699,16
"5806",5844,5661,16
"5807",5845,5488,13
"5808",5846,5707,16
"5809",5847,5683,16
"5810",5848,5706,16
"5811",5849,5694,16
"5812",5850,5510,16
"5813",5851,1485,16
"5814",5852,4515,16
"5815",5853,5701,16
"5816",5854,714,16
"5817",5855,4530,16
"5818",5856,1451,16
"5819",5857,5404,16
"5820",5858,5709,16
"5821",5859,5687,16
"5822",5860,5690,16
"5823",5861,5681,16
"5824",5862,5678,16
"5825",5863,5675,16
"5826",5865,5686,20
"5827",5866,5685,16
"5828",5867,5705,16
"5829",5868,5674,16
"5830",5869,1893,16
"5831",5869,5680,16
"5832",5870,5482,16
"5833",5870,5677,16
"5834",5871,5679,16
"5835",5872,5676,16
"5836",5873,5702,16
"5837",5874,5689,16
"5838",5875,5682,16
"5839",5876,5684,16
"5840",5876,5704,13
"5841",5877,5703,16
"5842",5878,5708,16
"5843",5879,5688,16
"5844",5880,5691,16
"5845",5881,5330,13
"5846",5882,4431,16
"5847",5883,5437,16
"5848",5884,1321,16
"5849",5885,1326,16
"5850",5886,4394,16
"5851",5887,1417,16
"5852",5888,4395,16
"5853",5889,5541,16
"5854",5890,2546,16
"5855",5891,5710,16
"5856",5892,3670,16
"5857",5893,3981,16
"5858",5894,5713,16
"5859",5895,2632,16
"5860",5896,4088,20
"5861",5898,5715,16
"5862",5899,5922,16
"5863",5900,5974,16
"5864",5900,6011,16
"5865",5901,6012,16
"5866",5902,6026,16
"5867",5904,6031,16
"5868",5905,5813,16
"5869",5906,5983,16
"5870",5908,5866,16
"5871",5910,5939,16
"5872",5911,5923,16
"5873",5912,5977,16
"5874",5913,5994,16
"5875",5916,5835,16
"5876",5920,5853,16
"5877",5921,5901,16
"5878",5925,5874,16
"5879",5928,5839,16
"5880",5929,5850,16
"5881",5932,6025,16
"5882",5936,5896,20
"5883",5937,5978,16
"5884",5938,5821,20
"5885",5940,5872,16
"5886",5941,6022,16
"5887",5942,5962,16
"5888",5944,5903,16
"5889",5945,5931,13
"5890",5946,5928,16
"5891",5947,5890,16
"5892",5948,5970,16
"5893",5949,5861,16
"5894",5951,5857,16
"5895",5952,5952,16
"5896",5954,6007,16
"5897",5958,6023,16
"5898",5961,5995,16
"5899",5964,5887,16
"5900",5968,5961,16
"5901",5970,5883,16
"5902",5971,5895,16
"5903",5972,5899,16
"5904",5973,5963,16
"5905",5976,5812,16
"5906",5977,5876,16
"5907",5979,5816,16
"5908",5980,5938,16
"5909",5982,5871,16
"5910",5984,5998,16
"5911",5986,5840,16
"5912",5988,5984,16
"5913",5993,5912,16
"5914",5995,5972,16
"5915",5999,5950,16
"5916",6000,5868,16
"5917",6001,5845,16
"5918",6002,5828,16
"5919",6004,5820,16
"5920",6005,5879,16
"5921",6008,5842,16
"5922",6009,5987,16
"5923",6012,5902,16
"5924",6014,5911,16
"5925",6016,5990,16
"5926",6017,5848,16
"5927",6018,6019,16
"5928",6019,5975,16
"5929",6020,5829,16
"5930",6022,5811,16
"5931",6023,6020,16
"5932",6024,5958,16
"5933",6026,5968,16
"5934",6028,5838,16
"5935",6029,5844,32
"5936",6031,5967,16
"5937",6033,6024,16
"5938",6034,6000,16
"5939",6037,6004,16
"5940",6038,5833,16
"5941",6040,5980,16
"5942",6041,5944,16
"5943",6042,5965,16
"5944",6043,5924,16
"5945",6044,5877,16
"5946",6046,5960,16
"5947",6049,5979,32
"5948",6050,6005,16
"5949",6051,6002,16
"5950",6053,5916,16
"5951",6058,5843,16
"5952",6059,5913,16
"5953",6060,5814,20
"5954",6061,5985,16
"5955",6062,5964,16
"5956",6066,5832,16
"5957",6067,5997,16
"5958",6068,5836,16
"5959",6070,5882,16
"5960",6072,5830,16
"5961",6074,5837,16
"5962",6075,5921,16
"5963",6076,5992,16
"5964",6078,5831,16
"5965",6079,5818,16
"5966",6081,5858,16
"5967",6083,5914,16
"5968",6085,6032,16
"5969",6086,5910,16
"5970",6088,5904,16
"5971",6089,5889,16
"5972",6091,5886,20
"5973",6092,5854,16
"5974",6093,5932,16
"5975",6096,5945,16
"5976",6097,5991,16
"5977",6098,5905,16
"5978",6099,5969,16
"5979",6101,5884,16
"5980",6102,5827,16
"5981",6108,5809,16
"5982",6109,5815,16
"5983",6113,5826,16
"5984",6114,5862,16
"5985",6116,5867,16
"5986",6118,6010,16
"5987",6120,5810,16
"5988",6122,652,16
"5989",6123,5561,16
"5990",6124,8187,16
"5991",6125,8186,16
"5992",6126,8177,16
"5993",6127,8180,16
"5994",6128,8181,16
"5995",6129,8174,16
"5996",6130,8173,16
"5997",6131,8184,16
"5998",6132,8175,16
"5999",6133,8182,16
"6000",6134,5779,16
"6001",6135,1448,16
"6002",6136,5760,16
"6003",6137,591,16
"6004",6138,5739,16
"6005",6139,11703,16
"6006",6140,11701,13
"6007",6142,11700,13
"6008",6146,11710,16
"6009",6147,11730,16
"6010",6148,11717,16
"6011",6149,11718,16
"6012",6150,11722,16
"6013",6152,11708,16
"6014",6153,11734,16
"6015",6154,11712,16
"6016",6155,5604,16
"6017",6156,11713,16
"6018",6157,11719,16
"6019",6158,1522,16
"6020",6159,11726,16
"6021",6160,11727,16
"6022",6161,11723,16
"6023",6162,11733,16
"6024",6163,11732,13
"6025",6164,11714,16
"6026",6165,4411,16
"6027",6166,11724,16
"6028",6167,11711,16
"6029",6168,11720,16
"6030",6169,11725,16
"6031",6170,11709,13
"6032",6171,11721,16
"6033",6172,11716,16
"6034",6173,11715,16
"6035",6174,5430,16
"6036",6176,14106,16
"6037",6177,5473,16
"6038",6178,5470,16
"6039",6179,14107,16
"6040",6180,14109,16
"6041",6181,4480,16
"6042",6182,5524,16
"6043",6183,5526,16
"6044",6184,5542,16
"6045",6185,5518,16
"6046",6186,5519,16
"6047",6187,5438,16
"6048",6188,5783,16
"6049",6189,1319,16
"6050",6190,5527,16
"6051",6191,5543,13
"6052",6194,3964,16
"6053",6195,14133,16
"6054",6196,2025,16
"6055",6197,1999,16
"6056",6198,11728,16
"6057",6199,14134,16
"6058",6200,14131,16
"6059",6201,1915,16
"6060",6202,1974,16
"6061",6203,5733,16
"6062",6204,5796,16
"6063",6205,1396,16
"6064",6206,4489,16
"6065",6207,5449,16
"6066",6208,1342,16
"6067",6209,5748,16
"6068",6210,4483,16
"6069",6211,14137,16
"6070",6212,5749,16
"6071",6213,5747,16
"6072",6214,4445,16
"6073",6215,5782,16
"6074",6216,5719,16
