"","Location_skey","ChargePoint_skey","def_ampere"
"2534",2192,1701,16
"2535",2192,1925,16
"2536",2193,1610,16
"2537",2194,2798,16
"2538",2195,2741,16
"2539",2196,1858,16
"2540",2198,2399,16
"2541",2199,3423,16
"2542",2200,112,16
"2543",2201,1937,16
"2544",2203,3160,16
"2545",2204,4553,20
"2546",2204,4554,20
"2547",2205,2401,16
"2548",2207,4860,16
"2549",2208,4760,20
"2550",2209,523,16
"2551",2209,1166,16
"2552",2210,4587,16
"2553",2211,4812,16
"2554",2212,1392,16
"2555",2212,6128,13
"2556",2213,1496,16
"2557",2213,6077,16
"2558",2214,4415,16
"2559",2214,6061,16
"2560",2215,1970,16
"2561",2216,372,16
"2562",2216,1055,16
"2563",2216,5650,16
"2564",2217,773,16
"2565",2217,872,16
"2566",2218,3483,16
"2567",2219,2174,20
"2568",2220,2500,16
"2569",2221,4075,20
"2570",2222,3290,20
"2571",2223,4455,16
"2572",2223,6178,16
"2573",2224,2009,16
"2574",2226,3629,16
"2575",2227,3914,20
"2576",2228,4570,16
"2577",2229,4761,16
"2578",2230,4684,16
"2579",2231,125,16
"2580",2232,97,16
"2581",2233,1029,16
"2582",2233,6298,16
"2583",2234,2752,20
"2584",2236,2775,16
"2585",2237,5100,16
"2586",2237,5956,16
"2587",2238,3943,16
"2588",2239,5203,16
"2589",2239,5825,16
"2590",2241,3452,16
"2591",2242,4759,16
"2592",2243,556,16
"2593",2243,1067,16
"2594",2244,3422,20
"2595",2245,1887,16
"2596",2246,4377,16
"2597",2246,6324,16
"2598",2247,740,16
"2599",2247,856,16
"2600",2248,3592,16
"2601",2249,244,16
"2602",2250,6115,16
"2603",2251,1209,16
"2604",2252,2748,16
"2605",2254,2363,16
"2606",2255,2782,16
"2607",2256,2557,16
"2608",2257,2926,16
"2609",2258,2328,16
"2610",2259,4089,16
"2611",2260,2554,20
"2612",2261,239,16
"2613",2262,2726,20
"2614",2263,2506,16
"2615",2264,3641,16
"2616",2265,2573,32
"2617",2266,2268,16
"2618",2267,2990,16
"2619",2268,4783,16
"2620",2269,1460,16
"2621",2269,6313,16
"2622",2270,4007,20
"2623",2271,1398,16
"2624",2271,1405,16
"2625",2271,1408,16
"2626",2271,1409,16
"2627",2271,6094,16
"2628",2271,6103,16
"2629",2271,6152,16
"2630",2271,6250,16
"2631",2271,6314,16
"2632",2272,4701,16
"2633",2273,1393,16
"2634",2273,1407,16
"2635",2273,6108,16
"2636",2273,6195,16
"2637",2274,3639,16
"2638",2275,2193,16
"2639",2276,5144,16
"2640",2276,5236,16
"2641",2277,3323,16
"2642",2279,1740,16
"2643",2280,2664,16
"2644",2280,14183,16
"2645",2281,2248,16
"2646",2282,4119,16
"2647",2283,2944,16
"2648",2284,2980,16
"2649",2286,313,16
"2650",2287,734,16
"2651",2287,896,16
"2652",2288,212,16
"2653",2289,2791,16
"2654",2290,2339,16
"2655",2291,2550,20
"2656",2292,3425,16
"2657",2293,3808,20
"2658",2294,2845,16
"2659",2297,1700,16
"2660",2298,5102,16
"2661",2299,62,13
"2662",2299,86,16
"2663",2300,2969,16
"2664",2301,5306,16
"2665",2301,5900,16
"2666",2302,214,16
"2667",2303,1538,16
"2668",2304,3228,20
"2669",2305,2535,16
"2670",2306,2795,16
"2671",2307,2699,16
"2672",2308,302,16
"2673",2309,2310,16
"2674",2310,3231,20
"2675",2311,1678,16
"2676",2312,1917,16
"2677",2313,3171,16
"2678",2314,3119,16
"2679",2315,3734,20
"2680",2316,1738,16
"2681",2317,3996,16
"2682",2318,3485,16
"2683",2319,110,13
"2684",2319,191,16
"2685",2320,5281,16
"2686",2320,5888,16
"2687",2322,2437,16
"2688",2323,3346,20
"2689",2324,164,16
"2690",2325,3436,16
"2691",2326,84,16
"2692",2327,4686,16
"2693",2328,4669,16
"2694",2329,2485,16
"2695",2330,215,16
"2696",2331,4660,32
"2697",2332,234,16
"2698",2333,5160,16
"2699",2333,5824,16
"2700",2334,4045,16
"2701",2335,1388,16
"2702",2335,6316,16
"2703",2336,2436,16
"2704",2337,5183,16
"2705",2338,4730,16
"2706",2339,3970,16
"2707",2340,4101,16
"2708",2341,14456,16
"2709",2342,2618,16
"2710",2343,4138,20
"2711",2344,4446,16
"2712",2344,6221,16
"2713",2345,4092,16
"2714",2346,4098,16
"2715",2347,4758,16
"2716",2348,121,16
"2717",2349,1762,16
"2718",2350,5076,16
"2719",2350,5940,16
"2720",2351,941,16
"2721",2352,2640,16
"2722",2353,2427,16
"2723",2354,2203,20
"2724",2355,1505,16
"2725",2355,6092,16
"2726",2356,2581,16
"2727",2357,4464,16
"2728",2357,6301,16
"2729",2358,3315,16
"2730",2360,3875,16
"2731",2361,608,16
"2732",2361,847,16
"2733",2362,2308,16
"2734",2363,3211,16
"2735",2364,2166,16
"2736",2364,2170,20
"2737",2365,3403,16
"2738",2366,4754,16
"2739",2367,597,16
"2740",2367,853,16
"2741",2368,3067,16
"2742",2370,2875,16
"2743",2371,471,16
"2744",2371,1295,16
"2745",2374,3960,16
"2746",2375,3977,20
"2747",2377,2332,16
"2748",2378,4792,16
"2749",2379,2371,16
"2750",2380,4714,16
"2751",2381,3086,16
"2752",2382,2347,16
"2753",2383,2832,16
"2754",2384,2949,16
"2755",2385,2578,16
"2756",2386,6047,16
"2757",2387,4090,20
"2758",2388,2918,16
"2759",2389,6063,16
"2760",2390,1517,16
"2761",2391,1844,16
"2762",2392,1514,16
"2763",2393,1877,16
"2764",2394,2396,16
"2765",2395,3075,16
"2766",2396,434,16
"2767",2397,2742,32
"2768",2398,2652,16
"2769",2399,1652,16
"2770",2400,4560,16
"2771",2401,2472,16
"2772",2402,2942,16
"2773",2404,4595,16
"2774",2404,5041,16
"2775",2405,19,16
"2776",2406,5165,16
"2777",2406,5823,16
"2778",2407,3967,16
"2779",2409,2006,16
"2780",2410,1791,16
"2781",2411,2821,16
"2782",2412,3311,16
"2783",2413,2300,16
"2784",2415,3365,20
"2785",2416,273,16
"2786",2417,2824,16
"2787",2417,14175,16
"2788",2418,2995,16
"2789",2419,1299,16
"2790",2420,2146,20
"2791",2421,3113,16
"2792",2422,1302,16
"2793",2422,6236,13
"2794",2423,5322,16
"2795",2423,5934,13
"2796",2424,4242,16
"2797",2425,2627,16
"2798",2426,5235,16
"2799",2426,5869,16
"2800",2427,2893,16
"2801",2428,3902,16
"2802",2429,4821,16
"2803",2430,3694,20
"2804",2431,5112,32
"2805",2432,3213,20
"2806",2433,5104,16
"2807",2434,1315,16
"2808",2434,6145,16
"2809",2435,238,16
"2810",2436,3041,16
"2811",2437,2143,16
"2812",2437,2876,16
"2813",2438,3840,16
"2814",2439,63,16
"2815",2440,2311,16
"2816",2441,124,16
"2817",2442,3801,16
"2818",2444,2459,16
"2819",2445,3944,16
"2820",2446,295,16
"2821",2447,3420,20
"2822",2448,3498,16
"2823",2449,555,16
"2824",2449,1162,16
"2825",2450,4589,16
"2826",2451,4803,20
"2827",2453,2540,20
"2828",2454,5124,13
"2829",2455,3955,16
"2830",2457,3240,20
"2831",2459,3185,16
"2832",2460,5115,13
"2833",2460,5362,16
"2834",2461,3196,16
"2835",2463,6168,16
"2836",2463,6198,13
"2837",2464,5153,16
"2838",2465,623,16
"2839",2465,883,16
"2840",2466,3156,16
"2841",2468,3939,16
"2842",2469,3893,16
"2843",2471,3180,16
"2844",2472,206,16
"2845",2473,68,16
"2846",2477,4367,16
"2847",2477,6283,16
"2848",2478,3123,16
"2849",2479,6148,16
"2850",2480,3280,20
"2851",2481,2956,20
"2852",2483,4753,16
"2853",2484,2181,16
"2854",2485,4865,16
"2855",2486,1561,16
"2856",2487,3279,20
"2857",2488,319,16
"2858",2489,2144,20
"2859",2490,2976,16
"2860",2491,1709,16
"2861",2491,5038,16
"2862",2492,4378,16
"2863",2492,6222,16
"2864",2493,2473,16
"2865",2494,2295,16
"2866",2495,3170,16
"2867",2496,3963,16
"2868",2497,2455,16
"2869",2498,3087,16
"2870",2499,222,16
"2871",2500,4079,16
"2872",2501,2413,16
"2873",2502,2395,16
"2874",2503,3859,16
"2875",2504,3508,16
"2876",2505,151,16
"2877",2505,5741,16
"2878",2506,2442,20
"2879",2507,3318,20
"2880",2508,3938,16
"2881",2509,109,20
"2882",2510,2288,16
"2883",2511,4208,16
"2884",2511,4209,16
"2885",2511,4210,13
"2886",2511,4211,16
"2887",2511,4213,16
"2888",2511,4214,16
"2889",2511,4215,16
"2890",2512,3450,16
"2891",2513,3683,16
"2892",2514,5181,16
"2893",2515,4230,16
"2894",2516,103,20
"2895",2517,1751,16
"2896",2518,5119,16
"2897",2518,5986,16
"2898",2519,3491,16
"2899",2520,2961,16
"2900",2521,2552,16
"2901",2522,1942,16
"2902",2523,3194,16
"2903",2524,5252,16
"2904",2524,5891,16
"2905",2525,367,16
"2906",2526,2695,16
"2907",2527,3150,16
"2908",2528,2219,16
"2909",2529,613,16
"2910",2529,886,16
"2911",2530,3289,20
"2912",2531,4095,20
"2913",2532,1856,16
"2914",2533,4828,16
"2915",2534,4698,63
"2916",2536,5311,16
"2917",2537,5120,16
"2918",2537,5996,16
"2919",2538,801,16
"2920",2538,980,16
"2921",2539,3626,16
"2922",2540,1726,16
"2923",2542,695,16
"2924",2542,897,16
"2925",2543,1310,13
"2926",2543,6321,16
"2927",2544,199,16
"2928",2545,4650,20
"2929",2546,2766,16
"2930",2547,5106,16
"2931",2547,5988,16
"2932",2548,161,16
"2933",2549,3908,16
"2934",2550,3424,20
"2935",2551,3846,16
"2936",2552,3929,16
"2937",2553,3061,16
"2938",2554,2398,16
"2939",2555,5326,16
"2940",2555,5943,16
"2941",2556,2361,16
"2942",2557,4673,16
"2943",2558,878,16
"2944",2558,1477,16
"2945",2559,4665,16
"2946",2560,2999,16
"2947",2561,3175,16
"2948",2562,2844,16
"2949",2564,3627,16
"2950",2565,3842,20
"2951",2566,2987,16
"2952",2567,440,16
"2953",2568,4847,16
"2954",2569,2255,16
"2955",2570,3600,16
"2956",2572,2023,16
"2957",2573,3163,16
"2958",2574,4843,16
"2959",2575,2684,16
"2960",2576,2673,16
"2961",2577,2633,16
"2962",2578,562,16
"2963",2578,831,16
"2964",2578,5540,16
"2965",2579,4850,16
"2966",2581,3128,16
"2967",2582,3350,16
"2968",2583,2589,16
"2969",2584,1694,16
"2970",2585,4757,16
"2971",2587,1032,16
"2972",2587,6312,16
"2973",2588,1991,16
"2974",2589,2188,20
"2975",2590,428,16
"2976",2591,3598,16
"2977",2592,1915,16
"2978",2593,4172,16
"2979",2594,1928,16
"2980",2594,5614,16
"2981",2595,546,16
"2982",2595,832,16
"2983",2596,141,16
"2984",2598,127,16
"2985",2599,1760,16
"2986",2600,1866,16
"2987",2601,1637,16
"2988",2602,4005,20
"2989",2603,3942,16
"2990",2604,260,16
"2991",2605,140,16
"2992",2606,5095,16
"2993",2606,5946,16
"2994",2608,2191,16
"2995",2609,4887,16
"2996",2610,3439,16
"2997",2611,4093,20
"2998",2613,3154,16
"2999",2614,1507,16
"3000",2614,6260,13
"3001",2615,3172,16
"3002",2616,2214,16
"3003",2617,262,16
"3004",2618,316,16
"3005",2619,766,16
"3006",2619,904,16
"3007",2620,3263,16
"3008",2621,1280,16
"3009",2621,1284,16
"3010",2622,320,16
"3011",2623,3115,16
"3012",2624,3572,16
"3013",2624,4233,16
"3014",2625,5069,16
"3015",2625,5937,16
"3016",2626,4097,20
"3017",2627,2638,20
"3018",2628,4015,20
"3019",2629,2150,13
"3020",2629,2152,16
"3021",2629,2434,16
"3022",2629,2445,16
"3023",2630,4383,16
"3024",2630,6245,16
"3025",2631,4222,20
"3026",2631,4223,16
"3027",2631,4224,16
"3028",2632,2417,13
"3029",2633,4619,16
"3030",2634,42,16
"3031",2635,2198,16
"3032",2636,1644,16
"3033",2637,47,16
"3034",2638,3036,16
"3035",2638,4232,16
"3036",2639,3347,20
"3037",2640,5369,16
"3038",2640,5892,16
"3039",2641,3879,16
"3040",2642,2934,16
"3041",2643,2609,16
"3042",2644,2337,20
"3043",2645,3593,16
"3044",2646,117,16
"3045",2647,2992,16
"3046",2648,102,16
"3047",2649,2030,16
"3048",2650,173,16
"3049",2651,4869,16
"3050",2652,3839,16
"3051",2653,3915,16
"3052",2654,3517,16
"3053",2655,1461,16
"3054",2655,6153,16
"3055",2656,3108,16
"3056",2657,4756,16
"3057",2658,197,16
"3058",2658,5698,16
"3059",2659,2293,16
"3060",2660,4111,16
"3061",2661,1982,16
"3062",2662,4602,16
"3063",2663,6072,16
"3064",2664,574,16
"3065",2664,591,16
"3066",2664,913,16
"3067",2665,2370,16
"3068",2666,4461,16
"3069",2666,5738,16
"3070",2666,6210,16
"3071",2667,1541,16
"3072",2669,180,16
"3073",2670,6294,16
"3074",2671,2964,16
"3075",2672,2921,16
"3076",2673,512,16
"3077",2673,1110,16
"3078",2674,2769,16
"3079",2675,4706,16
"3080",2676,482,16
"3081",2676,1093,16
"3082",2678,3841,16
"3083",2679,2935,16
"3084",2680,1698,16
"3085",2681,2063,16
"3086",2682,2816,16
"3087",2682,14185,16
"3088",2683,2366,16
"3089",2685,3083,16
"3090",2687,3285,16
"3091",2688,2021,16
"3092",2689,702,16
"3093",2689,813,16
"3094",2690,5210,16
"3095",2690,5870,16
"3096",2691,1314,16
"3097",2691,6204,16
"3098",2692,5282,16
"3099",2693,3894,16
"3100",2694,2655,16
"3101",2695,5300,16
"3102",2696,4725,16
"3103",2698,246,16
"3104",2698,923,16
"3105",2699,3930,16
"3106",2701,1720,16
"3107",2702,402,16
"3108",2702,761,16
"3109",2703,495,16
"3110",2703,1237,16
"3111",2704,554,16
"3112",2704,619,16
"3113",2704,1045,13
"3114",2705,1535,16
"3115",2706,1686,16
"3116",2707,3244,16
"3117",2708,2149,16
"3118",2709,3186,16
"3119",2710,3644,16
"3120",2710,5572,16
"3121",2711,2277,16
"3122",2712,3441,32
"3123",2713,4800,16
"3124",2714,1916,16
"3125",2715,5292,16
"3126",2716,4564,20
"3127",2717,4016,16
"3128",2719,5222,16
"3129",2720,4736,16
"3130",2721,2266,16
"3131",2722,3342,16
"3132",2723,43,16
"3133",2723,150,16
"3134",2723,5426,16
"3135",2724,4837,20
"3136",2725,1715,16
"3137",2726,2269,16
"3138",2726,2270,16
"3139",2726,2576,16
"3140",2726,2577,16
"3141",2726,4027,16
"3142",2728,4086,16
"3143",2729,4004,20
"3144",2730,1627,16
"3145",2732,3107,16
"3146",2733,2709,16
"3147",2734,181,16
"3148",2735,138,16
"3149",2736,3153,16
"3150",2737,490,16
"3151",2737,1178,16
"3152",2738,1701,16
"3153",2739,3918,16
"3154",2740,2965,16
"3155",2741,4748,16
"3156",2742,143,16
"3157",2743,3341,16
"3158",2744,3905,16
"3159",2745,2346,16
"3160",2746,2140,16
"3161",2748,3413,16
"3162",2749,3580,16
"3163",2750,4110,16
"3164",2751,4832,16
"3165",2752,4565,20
"3166",2753,3383,16
"3167",2754,5071,16
"3168",2755,4742,16
"3169",2756,4848,16
"3170",2757,999,16
"3171",2757,6279,16
"3172",2758,4814,16
"3173",2760,4447,16
"3174",2760,6233,20
"3175",2761,196,16
"3176",2761,1440,16
"3177",2762,3225,16
"3178",2763,719,16
"3179",2763,6249,16
"3180",2764,1945,16
"3181",2765,252,16
"3182",2766,2602,20
"3183",2767,2492,16
"3184",2768,3486,16
"3185",2769,755,16
"3186",2769,881,16
"3187",2770,5211,16
"3188",2771,4607,16
"3189",2772,1354,16
"3190",2772,6275,16
"3191",2773,2238,16
"3192",2774,1345,16
"3193",2774,6139,16
"3194",2775,3130,16
"3195",2776,2456,16
"3196",2777,3022,16
"3197",2778,6288,16
"3198",2779,2560,16
"3199",2780,2382,16
"3200",2781,384,16
"3201",2782,3558,16
"3202",2783,3023,16
"3203",2784,678,16
"3204",2784,859,16
"3205",2785,2712,16
"3206",2786,5047,16
"3207",2787,1788,16
"3208",2788,2686,16
"3209",2789,5220,16
"3210",2789,5860,16
"3211",2790,5191,16
"3212",2791,5199,16
"3213",2792,4625,16
"3214",2793,344,16
"3215",2794,2963,16
"3216",2795,3714,16
"3217",2796,626,16
"3218",2796,879,16
"3219",2797,2597,16
"3220",2798,1458,16
"3221",2798,1459,13
"3222",2798,6140,16
"3223",2799,469,16
"3224",2799,1272,16
"3225",2800,1630,16
"3226",2801,4019,16
"3227",2802,4627,16
"3228",2803,3273,16
"3229",2804,1017,16
"3230",2804,6281,16
"3231",2805,4147,16
"3232",2806,648,16
"3233",2806,825,16
"3234",2807,2010,16
"3235",2808,2975,16
"3236",2809,1014,16
"3237",2809,6059,16
"3238",2810,4747,20
"3239",2811,2612,20
"3240",2812,6303,16
"3241",2813,3935,16
"3242",2814,2614,16
"3243",2815,2734,16
"3244",2815,14182,16
"3245",2818,156,16
"3246",2819,3178,16
"3247",2820,1037,16
"3248",2820,6068,16
"3249",2821,2700,16
"3250",2822,1381,16
"3251",2822,6247,13
"3252",2824,5339,16
"3253",2824,5989,16
"3254",2825,4389,16
"3255",2825,6143,13
"3256",2826,2524,16
"3257",2827,1766,16
"3258",2828,3122,16
"3259",2829,4113,16
"3260",2830,3261,16
"3261",2831,4471,16
"3262",2831,6256,13
"3263",2832,3320,16
"3264",2833,3400,16
"3265",2834,5187,16
"3266",2835,3597,16
"3267",2836,4477,16
"3268",2836,6095,16
"3269",2837,1549,16
"3270",2838,3253,16
"3271",2839,3428,16
"3272",2840,1752,16
"3273",2841,4739,16
"3274",2842,2755,16
"3275",2843,2911,16
"3276",2844,3599,16
"3277",2845,1558,16
"3278",2846,2654,16
"3279",2847,3857,16
"3280",2848,3521,16
"3281",2849,3484,16
"3282",2850,4631,20
"3283",2852,3787,16
"3284",2853,1767,16
"3285",2854,2728,16
"3286",2855,3692,32
"3287",2856,2842,16
"3288",2857,3331,20
"3289",2858,4633,20
"3290",2858,5643,16
"3291",2859,5197,16
"3292",2860,2629,16
"3293",2861,4644,16
"3294",2862,3282,16
"3295",2863,4674,16
"3296",2864,3458,16
"3297",2865,3855,16
"3298",2866,2487,16
"3299",2867,1383,16
"3300",2867,6209,16
"3301",2868,2665,16
"3302",2869,2792,20
"3303",2870,3243,16
"3304",2871,3009,16
"3305",2872,1469,16
"3306",2872,6271,16
"3307",2873,2444,16
"3308",2874,4668,20
"3309",2875,4815,20
"3310",2876,2208,16
"3311",2877,2796,16
"3312",2878,2933,16
"3313",2881,3477,16
"3314",2882,2153,16
"3315",2883,4813,16
"3316",2884,1019,16
"3317",2884,5697,16
"3318",2884,6258,13
"3319",2885,2988,16
"3320",2887,1348,16
"3321",2887,6052,13
"3322",2888,1884,16
"3323",2889,3293,16
"3324",2890,3288,20
"3325",2891,3161,16
"3326",2892,3888,16
"3327",2894,2945,16
"3328",2894,4236,16
"3329",2895,4851,20
"3330",2896,4717,20
"3331",2898,4130,16
"3332",2899,1977,16
"3333",2900,4122,16
"3334",2901,2145,20
"3335",2902,2003,16
"3336",2903,4063,16
"3337",2904,2029,16
"3338",2905,2780,16
"3339",2906,2619,20
"3340",2907,1591,20
"3341",2908,4608,16
"3342",2909,3433,20
"3343",2910,1018,16
"3344",2910,1030,16
"3345",2910,6322,13
"3346",2911,3267,16
"3347",2912,4784,16
"3348",2913,376,16
"3349",2913,1201,16
"3350",2914,2907,16
"3351",2916,449,16
"3352",2917,2496,16
"3353",2918,1567,16
"3354",2919,743,16
"3355",2919,771,16
"3356",2919,822,16
"3357",2920,1653,16
"3358",2921,2774,16
"3359",2922,4336,16
"3360",2922,6131,16
"3361",2923,1735,16
"3362",2924,2946,16
"3363",2925,2604,16
"3364",2926,2724,16
"3365",2927,307,16
"3366",2928,4164,16
"3367",2930,4645,32
"3368",2930,4807,16
"3369",2930,14135,16
"3370",2931,3362,16
"3371",2932,4840,16
"3372",2933,2452,16
"3373",2934,4339,16
"3374",2934,6176,16
"3375",2935,1879,16
"3376",2936,60,16
"3377",2937,386,16
"3378",2938,2570,16
"3379",2939,2223,16
"3380",2940,3252,16
"3381",2941,4106,16
"3382",2942,3367,20
"3383",2943,2388,16
"3384",2944,2342,16
"3385",2945,2167,16
"3386",2946,4567,20
"3387",2947,2155,16
"3388",2949,3591,16
"3389",2950,1379,16
"3390",2950,5652,16
"3391",2950,6129,13
"3392",2951,3099,16
"3393",2952,551,16
"3394",2952,1154,16
"3395",2953,2898,16
"3396",2954,3512,16
"3397",2955,769,16
"3398",2955,921,16
"3399",2958,305,16
"3400",2959,1389,16
"3401",2959,6082,16
"3402",2960,1636,16
"3403",2962,4494,16
"3404",2962,6186,16
"3405",2963,4478,16
"3406",2963,6234,13
"3407",2964,3259,20
"3408",2965,2536,20
"3409",2966,1852,16
"3410",2967,2440,16
"3411",2968,299,16
"3412",2969,4735,16
"3413",2970,5080,16
"3414",2970,5948,16
"3415",2971,1087,16
"3416",2972,553,16
"3417",2972,1193,16
"3418",2974,3575,16
"3419",2975,2231,16
"3420",2976,3747,20
"3421",2977,3382,20
"3422",2978,2364,16
"3423",2979,1974,16
"3424",2980,3355,20
"3425",2981,352,16
"3426",2982,3701,16
"3427",2983,4112,16
"3428",2984,4457,16
"3429",2984,4462,16
"3430",2984,6267,16
"3431",2985,187,16
"3432",2986,1998,16
"3433",2987,3702,32
"3434",2988,6197,16
"3435",2989,2916,16
"3436",2990,2772,16
"3437",2991,1992,16
"3438",2992,2603,20
"3439",2993,3368,16
"3440",2994,145,16
"3441",2995,3459,20
"3442",2996,5177,16
"3443",2997,3095,16
"3444",2998,3719,20
"3445",2999,5049,16
"3446",3000,3026,16
"3447",3001,586,16
"3448",3001,873,16
"3449",3002,4388,16
"3450",3002,6134,13
"3451",3003,2601,16
"3452",3004,3268,16
"3453",3005,1501,16
"3454",3005,6242,16
"3455",3006,3006,16
"3456",3007,1924,16
"3457",3008,2510,16
"3458",3009,5125,16
"3459",3009,6008,16
"3460",3010,2909,16
"3461",3011,1437,16
"3462",3011,6146,16
"3463",3012,2790,16
"3464",3013,1346,16
"3465",3013,1350,16
"3466",3013,6046,16
"3467",3013,6203,16
"3468",3014,37,16
"3469",3015,3573,16
"3470",3016,346,16
"3471",3017,334,16
"3472",3018,2228,16
"3473",3018,2229,16
"3474",3019,3743,16
"3475",3020,4152,16
"3476",3021,3972,16
"3477",3023,5256,16
"3478",3024,5114,13
"3479",3024,5993,16
"3480",3025,3148,16
"3481",3026,2733,16
"3482",3026,14150,16
"3483",3027,2462,16
"3484",3028,2931,20
"3485",3029,62,16
"3486",3030,3590,16
"3487",3031,3634,16
"3488",3032,2730,16
"3489",3033,2352,16
"3490",3034,3680,32
"3491",3036,3570,16
"3492",3037,2477,16
"3493",3038,5334,16
"3494",3038,5966,16
"3495",3039,2271,32
"3496",3040,3004,16
"3497",3041,2852,16
"3498",3042,2641,16
"3499",3043,4796,16
"3500",3044,421,16
"3501",3045,3724,16
"3502",3046,3336,16
"3503",3047,3016,16
"3504",3048,1704,16
"3505",3049,2968,16
"3506",3050,4657,16
"3507",3051,2163,16
"3508",3052,2020,13
"3509",3053,2632,16
"3510",3055,3417,20
"3511",3056,4144,20
"3512",3057,3173,16
"3513",3058,3437,32
"3514",3059,2232,16
"3515",3060,2877,20
"3516",3061,3925,16
"3517",3062,2831,16
"3518",3062,14166,16
"3519",3063,1571,16
"3520",3064,4883,16
"3521",3065,65,16
"3522",3066,3052,16
"3523",3067,1506,16
"3524",3067,6218,16
"3525",3068,41,16
"3526",3069,3975,16
"3527",3070,4786,16
"3528",3071,709,16
"3529",3071,791,16
"3530",3072,2922,16
"3531",3073,3872,16
"3532",3074,1312,16
"3533",3074,6183,13
"3534",3075,3219,20
"3535",3076,396,16
"3536",3076,1142,16
"3537",3077,732,16
"3538",3077,846,16
"3539",3078,1867,16
"3540",3079,2156,16
"3541",3079,3844,16
"3542",3080,4575,16
"3543",3081,1572,16
"3544",3082,4711,16
"3545",3083,6213,13
"3546",3085,3197,16
"3547",3086,2178,16
"3548",3087,2979,16
"3549",3088,1669,16
"3550",3089,1556,16
"3551",3090,3443,16
"3552",3091,256,16
"3553",3093,3649,16
"3554",3095,2548,16
"3555",3096,2997,16
"3556",3097,2754,16
"3557",3098,2263,16
"3558",3099,1304,16
"3559",3099,6087,16
"3560",3100,3080,16
"3561",3101,2837,20
"3562",3101,2847,16
"3563",3102,646,16
"3564",3102,814,16
"3565",3102,14110,16
"3566",3103,4100,20
"3567",3104,4597,16
"3568",3105,5366,16
"3569",3105,5817,16
"3570",3107,2810,16
"3571",3107,14152,16
"3572",3108,3741,16
"3573",3109,5190,16
"3574",3109,5926,16
"3575",3110,4049,20
"3576",3111,300,16
"3577",3112,3643,16
"3578",3113,2625,16
"3579",3114,3785,20
"3580",3115,5051,16
"3581",3117,2515,20
"3582",3118,3027,16
"3583",3119,1822,16
"3584",3120,1628,16
"3585",3120,5442,16
"3586",3121,1920,16
"3587",3122,3295,20
"3588",3123,2719,16
"3589",3124,2929,16
"3590",3125,1478,16
"3591",3125,6310,13
"3592",3127,1436,16
"3593",3127,6122,16
"3594",3128,18,16
"3595",3129,5387,16
"3596",3129,6277,13
"3597",3130,4740,16
"3598",3131,2793,16
"3599",3132,2558,16
"3600",3133,216,16
"3601",3134,4599,20
"3602",3134,4600,16
"3603",3135,3333,16
"3604",3137,3673,20
"3605",3137,3676,20
"3606",3138,2778,16
"3607",3139,4225,16
"3608",3140,218,16
"3609",3141,1904,16
"3610",3142,1784,16
"3611",3143,2819,16
"3612",3144,3489,16
"3613",3145,1933,16
"3614",3146,4449,63
"3615",3146,6151,16
"3616",3148,4894,16
"3617",3149,308,16
"3618",3150,250,16
"3619",3152,3157,16
"3620",3153,3736,20
"3621",3154,168,16
"3622",3155,1833,16
"3623",3156,14463,16
"3624",3157,14464,16
"3625",3158,3201,16
"3626",3160,3661,16
"3627",3162,4042,16
"3628",3163,43,16
"3629",3164,72,16
"3630",3165,3952,16
"3631",3166,3094,16
"3632",3167,2389,16
"3633",3168,2465,20
"3634",3169,2360,16
"3635",3170,4769,16
"3636",3171,3247,20
"3637",3172,2301,16
"3638",3173,4473,16
"3639",3173,6192,16
"3640",3174,4681,16
"3641",3175,2000,16
"3642",3176,2582,16
"3643",3177,4632,16
"3644",3178,3192,16
"3645",3179,756,16
"3646",3179,880,16
"3647",3181,200,16
"3648",3182,1441,16
"3649",3182,6048,16
"3650",3182,6205,16
"3651",3183,2017,16
"3652",3185,3379,16
"3653",3186,3120,16
"3654",3187,1564,16
"3655",3189,3610,16
"3656",3191,3040,16
"3657",3192,4719,16
"3658",3193,1594,16
"3659",3194,706,16
"3660",3194,821,16
"3661",3195,4662,20
"3662",3196,3373,20
"3663",3198,2505,20
"3664",3199,1570,16
"3665",3201,3614,16
"3666",3202,1446,16
"3667",3202,6300,13
"3668",3203,3084,16
"3669",3203,3232,16
"3670",3204,1604,13
"3671",3207,4737,16
"3672",3208,2453,16
"3673",3209,961,16
"3674",3211,4066,16
"3675",3213,5037,16
"3676",3214,1736,16
"3677",3215,4416,16
"3678",3215,6137,16
"3679",3217,3387,20
"3680",3218,4649,16
"3681",3219,2896,16
"3682",3220,3494,16
"3683",3221,54,16
"3684",3222,224,16
"3685",3223,3409,16
"3686",3224,2512,16
"3687",3225,563,16
"3688",3225,830,16
"3689",3226,3487,16
"3690",3227,4024,16
"3691",3228,1534,16
"3692",3229,3431,16
"3693",3229,14408,16
"3694",3230,4154,16
"3695",3231,2220,16
"3696",3233,2690,20
"3697",3234,3359,20
"3698",3235,1971,16
"3699",3237,2892,16
"3700",3238,2735,20
"3701",3239,2169,16
"3702",3240,5245,16
"3703",3242,1776,16
"3704",3243,1644,16
"3705",3243,1834,16
"3706",3244,1533,16
"3707",3245,544,16
"3708",3245,912,16
"3709",3246,2281,16
"3710",3247,3056,16
"3711",3248,3298,16
"3712",3249,4250,16
